ligand,id,can_smiles,smiles,formula,mw,atomcount,merckid,cas_pr3,cas_pr3_hx,cas_conj_acid,SIGMA STRUCTURE_ID,SIGMA CAT_NO,Fey-LKB (Paper)
"m-MiranPhos, P(3-CO2H-Ph)(3-CF3-Ph)2",795.0,O=C(O)c1cccc(P(c2cccc(C(F)(F)F)c2)c2cccc(C(F)(F)F)c2)c1,FC(C1=CC(P(C2=CC=CC(C(O)=O)=C2)C3=CC=CC(C(F)(F)F)=C3)=CC=C1)(F)F,C21H13F6O2P,442.0,43.0,,1808959-38-7,,,,,
"m-Miran2Phos, P(3-CO2H-Ph)2(3-CF3-Ph)",796.0,O=C(O)c1cccc(P(c2cccc(C(=O)O)c2)c2cccc(C(F)(F)F)c2)c1,O=C(O)C1=CC(P(C2=CC=CC(C(F)(F)F)=C2)C3=CC=CC(C(O)=O)=C3)=CC=C1,C21H14F3O4P,418.0,43.0,,1808959-39-8,,,,,
"p-MiranPhos, P(4-CO2H-Ph)(4-CF3-Ph)2",797.0,O=C(O)c1ccc(P(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)cc1,O=C(C(C=C1)=CC=C1P(C2=CC=C(C(F)(F)F)C=C2)C3=CC=C(C(F)(F)F)C=C3)O,C21H13F6O2P,442.0,43.0,,1808959-36-5,,,,,
"p-Miran2Phos, P(4-CO2H-Ph)2(4-CF3-Ph)",798.0,O=C(O)c1ccc(P(c2ccc(C(=O)O)cc2)c2ccc(C(F)(F)F)cc2)cc1,O=C(C(C=C1)=CC=C1P(C2=CC=C(C(F)(F)F)C=C2)C3=CC=C(C(O)=O)C=C3)O,C21H14F3O4P,418.0,43.0,,1808959-37-6,,,,,
PPh2(2-CHO-Ph),799.0,O=Cc1ccccc1P(c1ccccc1)c1ccccc1,O=CC1=CC=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3,C19H15OP,290.0,36.0,,50777-76-9,,,,,
PMe2nBu,800.0,CCCCP(C)C,CP(CCCC)C,C6H15P,118.0,22.0,,55482-34-3,888975-44-8 (trifluoroacetate),,,,
PhQPhos,801.0,c1ccc(P(c2ccccc2)C23C4C5C6C2[Fe]56432789C3(c4ccccc4)C2(c2ccccc2)C7(c2ccccc2)C8(c2ccccc2)C39c2ccccc2)cc1,P(C12C3C4C5C1[Fe]43526789C%10(C%11=CC=CC=C%11)C6(C7(C8(C%109C%12=CC=CC=C%12)C%13=CC=CC=C%13)C%14=CC=CC=C%14)C%15=CC=CC=C%15)(C%16=CC=CC=C%16)C%17=CC=CC=C%17,C52H39FeP,751.0,93.0,,not on scifinder,,,,,
XuPhos,802.0,c1ccc(-p2oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)cc1,P(OC1=[C@@]2C(C=CC=C3)=C3C=C1)(OC4=CC=C(C=CC=C5)C5=[C@]42)C6=CC=CC=C6,C26H17O2P,392.0,46.0,,"180322-71-8 (S), 278167-97-8 (R), 158154-47-3 (no stereo)",,,,,LKB280
PMenth(OPh)2,803.0,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1P(Oc1ccccc1)Oc1ccccc1,C[C@@H](C1)CC[C@@H](C(C)C)[C@@H]1P(OC2=CC=CC=C2)OC3=CC=CC=C3,C22H29O2P,356.0,54.0,,"83021-27-6 (1R-(1a,2b,5a) abs)",,,,,
PMenth(OiPr)2,804.0,CC(C)OP(OC(C)C)[C@@H]1C[C@H](C)CC[C@H]1C(C)C,C[C@@H](C1)CC[C@@H](C(C)C)[C@@H]1P(OC(C)C)OC(C)C,C16H33O2P,288.0,52.0,,"83021-26-5 (PR,2S,5R abs)",,,,,
(S) P(35Cl2Ph)2 H-MOP,805.0,Clc1cc(Cl)cc(P(c2cc(Cl)cc(Cl)c2)c2ccc3ccccc3c2-c2cccc3ccccc23)c1,Clc1cc(P(c2ccc3ccccc3c2c4cccc5ccccc45)c6cc(Cl)cc(Cl)c6)cc(Cl)c1,C32H19Cl4P,576.0,56.0,,318250-09-8 ®,,,,,
(S) P(35CF32Ph)2 H-MOP,806.0,FC(F)(F)c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ccc3ccccc3c2-c2cccc3ccccc23)cc(C(F)(F)F)c1,FC(c1cc(P(c2ccc3ccccc3c2c4cccc5ccccc45)c6cc(C(F)(F)F)cc(C(F)(F)F)c6)cc(C(F)(F)F)c1)(F)F,C36H19F12P,710.0,68.0,,"181934-84-9 (S), 820978-68-5 (no stereo), 318250-10-1 (no stereo)",,,,,
(S) P(3CF3Ph)2 H-MOP,807.0,FC(F)(F)c1cccc(P(c2cccc(C(F)(F)F)c2)c2ccc3ccccc3c2-c2cccc3ccccc23)c1,FC(c1cc(P(c2ccc3ccccc3c2c4cccc5ccccc45)c6cc(C(F)(F)F)ccc6)ccc1)(F)F,C34H21F6P,574.0,62.0,,"181934-89-4 (S), 318250-07-6 (R),",,,,,
(S) P(35Me2Ph)2 H-MOP,808.0,Cc1cc(C)cc(P(c2cc(C)cc(C)c2)c2ccc3ccccc3c2-c2cccc3ccccc23)c1,Cc1cc(P(c2ccc3ccccc3c2c4cccc5ccccc45)c6cc(C)cc(C)c6)cc(C)c1,C36H31P,495.0,68.0,,"701935-45-7 (S), 318250-08-7 (R)",,,,,
(S) P(4CF3Ph)2 H-MOP,809.0,FC(F)(F)c1ccc(P(c2ccc(C(F)(F)F)cc2)c2ccc3ccccc3c2-c2cccc3ccccc23)cc1,FC(c1ccc(P(c2ccc3ccccc3c2c4cccc5ccccc45)c6ccc(C(F)(F)F)cc6)cc1)(F)F,C34H21F6P,574.0,62.0,,"181934-90-7 (S), 318250-06-5 (R)",,,,,
(S) P(4OMePh)2 H-MOP,810.0,COc1ccc(P(c2ccc(OC)cc2)c2ccc3ccccc3c2-c2cccc3ccccc23)cc1,COc1ccc(P(c2ccc3ccccc3c2c4cccc5ccccc45)c6ccc(OC)cc6)cc1,C34H27O2P,499.0,64.0,,"181934-94-1 (S), 318250-05-4 (R),",,,,,
(S) P(CH2)2 H-MOP,811.0,c1ccc2c(-c3c(P4CC4)ccc4ccccc34)cccc2c1,P1(c2ccc3ccccc3c2c4cccc5ccccc45)CC1,C22H17P,312.0,40.0,,1319734-85-4 (S),,,,,
(S) PPh2 2-PhFc,812.0,c1ccc(P(c2ccccc2)C23C4C5C6C2(c2ccccc2)[Fe]56432789C3C2C7C8C39)cc1,C12C3C4C5(C6=CC=CC=C6)C1(P(C7=CC=CC=C7)C8=CC=CC=C8)[Fe]43529%10%11%12C%13C9C%10C%11C%13%12,C28H23FeP,446.0,53.0,,"803687-24-3 (no stereo), 257929-66-1 (R),",,,,,
(S) PPh2 2-(4OMe-Ph)Fc,813.0,COc1ccc(C23C4C5C6C2(P(c2ccccc2)c2ccccc2)[Fe]54632789C3C2C7C8C39)cc1,COC(C=C1)=CC=C1C23C4C5C6C2(P(C7=CC=CC=C7)C8=CC=CC=C8)[Fe]45369%10%11%12C%13C9C%10C%11C%13%12,C29H25FeOP,476.0,57.0,,478703-32-1 (R),,,,,
"(S) PPh2 2-(3,5(CF3)2Ph)Fc",814.0,FC(F)(F)c1cc(C(F)(F)F)cc(C23C4C5C6C2(P(c2ccccc2)c2ccccc2)[Fe]54632789C3C2C7C8C39)c1,FC(C1=CC(C23C4C5C6C2(P(C7=CC=CC=C7)C8=CC=CC=C8)[Fe]45369%10%11%12C%13C9C%10C%11C%13%12)=CC(C(F)(F)F)=C1)(F)F,C30H21F6FeP,582.0,59.0,,478703-27-4 (R),,,,,
(S) PPh2 2-(2OMe-Ph)Fc,815.0,COc1ccccc1C12C3C4C5C1(P(c1ccccc1)c1ccccc1)[Fe]43521678C2C1C6C7C28,COC1=CC=CC=C1C23C4C5C6C2(P(C7=CC=CC=C7)C8=CC=CC=C8)[Fe]45369%10%11%12C%13C9C%10C%11C%13%12,C29H25FeOP,476.0,57.0,,"803687-26-5 (no stereo), 257929-67-2 (R)",,,,,
(S) PPh2 2-(1Nap)Fc,816.0,c1ccc(P(c2ccccc2)C23C4C5C6C2(c2cccc7ccccc27)[Fe]56432789C3C2C7C8C39)cc1,C12C3C4C5(C6=CC=CC7=C6C=CC=C7)C1(P(C8=CC=CC=C8)C9=CC=CC=C9)[Fe]4352%10%11%12%13C%14C%10C%11C%12C%14%13,C32H25FeP,496.0,59.0,,478703-35-4 (R),,,,,
(S) PPh2 H-MOP,817.0,c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2cccc3ccccc23)cc1,P(c1ccccc1)(c2ccc3ccccc3c2c4cccc5ccccc45)c6ccccc6,C32H23P,438.0,56.0,,"156456-77-8 (S), 264188-44-5 (no stereo), 176850-06-9 (R)",,,,,
(S) PMe2 H-MOP,818.0,CP(C)c1ccc2ccccc2c1-c1cccc2ccccc12,CP(c1ccc2ccccc2c1c3cccc4ccccc34)C,C22H19P,314.0,42.0,,"1319734-88-7 (S), 283602-81-3 (no stereo)",,,,,
(S) P(NMe2)2 H-MOP,819.0,CN(C)P(c1ccc2ccccc2c1-c1cccc2ccccc12)N(C)C,CN(C)P(c1ccc2ccccc2c1c3cccc4ccccc34)N(C)C,C24H25N2P,372.0,52.0,,1637374-45-8 (no stereo),,,,,
"(R,Rb) PBINOL OMe-MOP",820.0,COc1ccc2ccccc2c1-c1c(-p2oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)ccc2ccccc12,COC1=[C@@](C2=CC=CC=C2C=C1)[C@@]3=C4C(C=CC=C4)=CC=C3P(OC5=CC=C(C=CC=C6)C6=[C@]57)OC8=[C@]7C(C=CC=C9)=C9C=C8,C41H27O3P,599.0,72.0,,"1365891-80-0 (R), 1365891-81-1 (S)",,,,,
"(R,Sb) PBINOL OMe-MOP",821.0,COc1ccc2ccccc2c1-c1c(-p2oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)ccc2ccccc12,COC1=[C@@](C2=CC=CC=C2C=C1)[C@@]3=C4C(C=CC=C4)=CC=C3P(OC5=CC=C(C=CC=C6)C6=[C@@]57)OC8=[C@@]7C(C=CC=C9)=C9C=C8,C41H27O3P,599.0,72.0,,"1365891-81-1 (S), 1365891-80-0 (R),",,,,,
(S) P(OMe)2 H-MOP,822.0,COP(OC)c1ccc2ccccc2c1-c1cccc2ccccc12,COP(c1ccc2ccccc2c1c3cccc4ccccc34)OC,C22H19O2P,346.0,44.0,,1637374-47-0 (S),,,,,
"(S,Rb) PBINOL H-MOP",823.0,c1ccc2c(-c3c(-p4oc5ccc6ccccc6c5c5c(ccc6ccccc65)o4)ccc4ccccc34)cccc2c1,[H]C1=[C@@](C2=CC=CC=C2C=C1)[C@@]3=C4C(C=CC=C4)=CC=C3P(OC5=CC=C(C=CC=C6)C6=[C@]57)OC8=[C@]7C(C=CC=C9)=C9C=C8,C40H25O2P,569.0,68.0,,"1365891-79-7 (R), 1365891-51-5 (S)",,,,,
"(S,Sb) PBINOL H-MOP",824.0,c1ccc2c(-c3c(-p4oc5ccc6ccccc6c5c5c(ccc6ccccc65)o4)ccc4ccccc34)cccc2c1,[H]C1=[C@@](C2=CC=CC=C2C=C1)[C@@]3=C4C(C=CC=C4)=CC=C3P(OC5=CC=C(C=CC=C6)C6=[C@@]57)OC8=[C@@]7C(C=CC=C9)=C9C=C8,C40H25O2P,569.0,68.0,,"1365891-51-5 (S), 1365891-79-7 (R),",,,,,
anti PMes* CH2CHPh,825.0,CC(C)(C)c1cc(C(C)(C)C)c(P2C[C@@H]2c2ccccc2)c(C(C)(C)C)c1,CC(C)(C)C(C=C1C(C)(C)C)=CC(C(C)(C)C)=C1[P@@]2[C@@]([H])(C3=CC=CC=C3)C2,C26H37P,381.0,64.0,,"2214292-11-0 (SS abs), 99192-69-5 (RR rel), 219809-77-5 (no stereo)",,,,,
PMenthEt2,826.0,CCP(CC)[C@@H]1C[C@H](C)CC[C@H]1C(C)C,C[C@@H](C1)CC[C@@H](C(C)C)[C@@H]1P(CC)CC,C14H29P,228.0,44.0,,83021-22-1,,,,,
PMenthiPr2,827.0,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1P(C(C)C)C(C)C,C[C@@H](C1)CC[C@@H](C(C)C)[C@@H]1P(C(C)C)C(C)C,C16H33P,256.0,50.0,,83021-23-2,,,,,
syn PMes* CH2CHPh,828.0,CC(C)(C)c1cc(C(C)(C)C)c(P2C[C@@H]2c2ccccc2)c(C(C)(C)C)c1,CC(C)(C)C(C=C1C(C)(C)C)=CC(C(C)(C)C)=C1[P@]2[C@@]([H])(C3=CC=CC=C3)C2,C26H37P,381.0,64.0,,"2214292-12-1 (1R,2S,abs), 99192-70-8 (1R,2S,rel)",,,,,
PMenth(NMe2)2,829.0,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1P(N(C)C)N(C)C,C[C@@H](C1)CC[C@@H](C(C)C)[C@@H]1P(N(C)C)N(C)C,C14H31N2P,258.0,48.0,,83021-28-7,,,,,
"PPh2(C(O)Me), PPh2Ac",830.0,CC(=O)P(c1ccccc1)c1ccccc1,P(C(=O)C)(c1ccccc1)c1ccccc1,C14H13OP,228.0,29.0,,18629-57-7,,888950-61-6,,,LKB100
PtBu(C6F5)2,831.0,CC(C)(C)P(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,P(C(C)(C)C)(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,C16H9F10P,422.0,36.0,,1257864-57-5,,,,,LKB105
PPh(CF3)2,832.0,FC(F)(F)P(c1ccccc1)C(F)(F)F,P(C(F)(F)F)(C(F)(F)F)c1ccccc1,C8H5F6P,246.0,20.0,,1514-10-9,,,,,LKB107
"PPh(C(O)Me)2, PPhAc2",833.0,CC(=O)P(C(C)=O)c1ccccc1,P(C(=O)C)(C(=O)C)c1ccccc1,C10H11O2P,194.0,24.0,,58529-34-3,,,,,LKB109
PsBu2Ph,834.0,CC[C@H](C)P(c1ccccc1)[C@@H](C)CC,P([C@H](CC)C)([C@H](CC)C)c1ccccc1,C14H23P,222.0,38.0,,7650-80-8 (no stereo),,,,,LKB112
PtBu2(C6F5),835.0,CC(C)(C)P(c1c(F)c(F)c(F)c(F)c1F)C(C)(C)C,P(C(C)(C)C)(C(C)(C)C)c1c(F)c(F)c(F)c(F)c1F,C14H18F5P,312.0,38.0,,1257864-58-6,,,,,LKB115
P(m-tolyl)Me2,836.0,Cc1cccc(P(C)C)c1,P(C)(C)c1cc(ccc1)C,C9H13P,152.0,23.0,,33733-60-7,71337-13-8 (HCl),,,,LKB116
P(p-tolyl)Me2,837.0,Cc1ccc(P(C)C)cc1,P(C)(C)c1ccc(cc1)C,C9H13P,152.0,23.0,,20676-64-6,71337-14-9 (HCl),54845-01-1,,,LKB117
P(CH2CH2CH2OH)3,838.0,OCCCP(CCCO)CCCO,P(CCCO)(CCCO)CCCO,C9H21O3P,208.0,34.0,,4706-17-6,872038-35-2 (HCl),1352239-41-8,,,LKB012
P(NIiPr)tBu2,839.0,Cc1c(C)n(C(C)C)c(=NP(C(C)(C)C)C(C)(C)C)n1C(C)C,CC(C)N(C(C)=C(C)N/1C(C)C)C1=N/P(C(C)(C)C)C(C)(C)C,C19H38N3P,339.0,61.0,,2254215-30-8,,,,,
tBuPhospholane pgp/5/tBu,840.0,CC(C)(C)P1CCCC1,P1(CCCC1)C(C)(C)C,C8H17P,144.0,26.0,,108568-39-4,,,,,LKB124
"Me2Phospholane-(NHPiv)Thiazole, (CpP)P(cycSPN)",841.0,C[C@@H]1CC[C@@H](C)P1c1nc(NC(=O)C(C)(C)C)cs1,s1cc(nc1P1[C@@H](CC[C@H]1C)C)NC(=O)C(C)(C)C,C14H23N2OPS,298.0,42.0,,"958458-55-4 (2R,5R,abs), 1257864-59-7 (no stereo)",,,,,LKB127
Ph3Diazaphospholidine Landis1,842.0,c1ccc([C@H]2NN[C@H](c3ccccc3)P2c2ccccc2)cc1,P1([C@H](NN[C@@H]1c1ccccc1)c1ccccc1)c1ccccc1,C20H19N2P,318.0,42.0,,"381721-65-9 (3R,5R,rel)",,,,,LKB128
Landis2 Ph/Ph,843.0,O=C1CCC(=O)N2[C@H](c3ccccc3)P(c3ccccc3)[C@@H](c3ccccc3)N12,P1([C@H](N2N([C@@H]1c1ccccc1)C(=O)CCC2=O)c1ccccc1)c1ccccc1,C24H21N2O2P,400.0,50.0,,"381721-79-5 (1R,3R,rel)",,,,,LKB129
Landis4 iPr2/Cy,844.0,CC(C)[C@H]1n2c(=O)c3ccccc3c(=O)n2[C@H](C(C)C)P1C1CCCCC1,P1([C@H](N2N([C@@H]1C(C)C)C(=O)c1c(cccc1)C2=O)C(C)C)C1CCCCC1,C22H31N2O2P,386.0,58.0,,"1257864-60-0 (no stereo), 881997-54-2 (1R,3R,rel)",,,,,LKB130
Landis tBu/Cy,845.0,CC(C)(C)[C@H]1n2c(=O)c3ccccc3c(=O)n2[C@@H](C(C)(C)C)P1C1CCCCC1,P1([C@@H](N2N([C@@H]1C(C)(C)C)C(=O)c1c(cccc1)C2=O)C(C)(C)C)C1CCCCC1,C24H35N2O2P,415.0,64.0,,881997-55-3,,,,,LKB131
Landis C6F5/Ph,846.0,O=c1c2ccccc2c(=O)n2n1[C@H](c1c(F)c(F)c(F)c(F)c1F)P(c1ccccc1)[C@H]2c1c(F)c(F)c(F)c(F)c1F,P1([C@H](N2N([C@@H]1c1c(F)c(F)c(F)c(F)c1F)C(=O)c1c(cccc1)C2=O)c1c(F)c(F)c(F)c(F)c1F)c1ccccc1,C28H11F10N2O2P,628.0,54.0,,381721-92-2,,,,,LKB133
Landis5 Nap/Cy,847.0,O=c1c2ccccc2c(=O)n2n1[C@H](c1cccc3ccccc13)P(C1CCCCC1)[C@H]2c1cccc2ccccc12,P1([C@H](N2N([C@@H]1c1c3c(ccc1)cccc3)C(=O)c1c(cccc1)C2=O)c1c2c(ccc1)cccc2)C1CCCCC1,C36H31N2O2P,555.0,72.0,,881997-53-1,,,,,LKB134
tBuPhosphinane pgp/6/tBu,848.0,CC(C)(C)P1CCCCC1,P1(CCCCC1)C(C)(C)C,C9H19P,158.0,29.0,,52032-41-4,,,,,LKB137
trans Ph3Phosphinanone pgp2a,849.0,O=C1C[C@H](c2ccccc2)P(c2ccccc2)[C@@H](c2ccccc2)C1,P1([C@H](CC(=O)C[C@@H]1c1ccccc1)c1ccccc1)c1ccccc1,C23H21OP,344.0,46.0,,"18355-89-0 (no stereo), 1384105-60-5 (2R,6R,abs), 76189-76-9 (2R,6R,rel)",,,,,LKB140
cis Ph3Phosphinanonepgp2b,850.0,O=C1C[C@@H](c2ccccc2)P(c2ccccc2)[C@@H](c2ccccc2)C1,P1([C@@H](CC(=O)C[C@@H]1c1ccccc1)c1ccccc1)c1ccccc1,C23H21OP,344.0,46.0,,"76189-77-0 (SR), 914648-59-2 (RS)",,,,,LKB141
tBuPhosphepane pgp/7/tBu,851.0,CC(C)(C)P1CCCCCC1,P1(CCCCCC1)C(C)(C)C,C10H21P,172.0,32.0,,926277-17-0,,,,,LKB144
PhPhosphepane pgp/7/Ph,852.0,c1ccc(P2CCCCCC2)cc1,P1(CCCCCC1)c1ccccc1,C12H17P,192.0,30.0,,4963-96-6,,,,,LKB145
phobane,853.0,CP1C2CCCC1CCC2,P1(C2CCCC1CCC2)C,C9H17P,156.0,27.0,,917615-24-8,,,,,LKB146
RSs PMe phosphabicyclononane,854.0,CP1[C@H]2CCCC[C@@H]1CC2,C[P@]1[C@@]2([H])CCCC[C@]1([H])CC2,C9H17P,156.0,27.0,,917615-23-7,,,,,LKB147
adamphos,855.0,CP1[C@@H]2C[C@H]3O[C@H](C[C@@H]1O3)O2,P1([C@H]2O[C@@H]3O[C@@H](O[C@H]1C3)C2)C,C7H11O3P,174.0,22.0,,1257864-62-2,,,,,LKB149
pgpcageMe,856.0,CP1[C@]2(C)C[C@@]3(C)O[C@](C)(C[C@]1(C)O3)O2,P1(C)[C@]2(O[C@@]3(O[C@@](O[C@]1(C3)C)(C2)C)C)C,C11H19O3P,230.0,34.0,,1038433-44-1,,,,,LKB152
pgpcageCF3,857.0,C[C@@]12C[C@]3(C)O[C@@](C)(C[C@](C)(O1)P3C(F)(F)F)O2,P1(C(F)(F)F)[C@]2(O[C@@]3(O[C@@](O[C@]1(C3)C)(C2)C)C)C,C11H16F3O3P,284.0,34.0,,not on scifinder,,,,,LKB153
pgp/ipr,858.0,CC(C)P1[C@]2(C)C[C@@]3(C)O[C@](C)(C[C@]1(C)O3)O2,P1(C(C)C)[C@]2(O[C@@]3(O[C@@](O[C@]1(C3)C)(C2)C)C)C,C13H23O3P,258.0,40.0,,1038433-42-9,,,,,LKB154
pgp/sbu,859.0,CC[C@@H](C)P1[C@]2(C)C[C@@]3(C)O[C@](C)(C[C@]1(C)O3)O2,P1([C@@H](CC)C)[C@]2(O[C@@]3(O[C@@](O[C@]1(C3)C)(C2)C)C)C,C14H25O3P,272.0,43.0,,not on scifinder,,,,,LKB155
pgpcagetBu,860.0,CC(C)(C)P1[C@]2(C)C[C@@]3(C)O[C@](C)(C[C@]1(C)O3)O2,P1(C(C)(C)C)[C@]2(O[C@@]3(O[C@@](O[C@]1(C3)C)(C2)C)C)C,C14H25O3P,272.0,43.0,,373387-34-9,,,,,LKB156
pgp/cy,861.0,C[C@@]12C[C@]3(C)O[C@@](C)(C[C@](C)(O1)P3C1CCCCC1)O2,P1([C@]2(O[C@@]3(O[C@@](O[C@]1(C3)C)(C2)C)C)C)C1CCCCC1,C16H27O3P,298.0,47.0,,301525-54-2,,,,,LKB157
MeJohnPhos ArPMe2 (BUW),862.0,CP(C)c1ccccc1-c1ccccc1,P(C)(C)c1ccccc1-c1ccccc1,C14H15P,214.0,30.0,,1257864-71-3,,,,,LKB159
sBuJohnPhos PsBuAr,863.0,CC[C@H](C)P(c1ccccc1-c1ccccc1)[C@H](C)CC,P([C@@H](CC)C)([C@H](CC)C)c1ccccc1-c1ccccc1,C20H27P,298.0,48.0,,1257864-72-4,,,,,LKB161
CypJohnPhos Pcyp2Ar,864.0,c1ccc(-c2ccccc2P(C2CCCC2)C2CCCC2)cc1,P(c1ccccc1-c1ccccc1)(C1CCCC1)C1CCCC1,C22H27P,322.0,50.0,,757958-41-1,,,,,LKB163
tBuRuPhos 150/tBu,865.0,CC(C)Oc1cccc(OC(C)C)c1-c1ccccc1P(C(C)(C)C)C(C)(C)C,P(C(C)(C)C)(C(C)(C)C)c1ccccc1-c1c(OC(C)C)cccc1OC(C)C,C26H39O2P,415.0,68.0,,1257864-73-5,,,,,LKB174
oTol2P(oMesPh) BH/tol,866.0,Cc1cc(C)c(-c2ccccc2P(c2ccccc2C)c2ccccc2C)c(C)c1,P(c1ccccc1-c1c(cc(cc1C)C)C)(c1ccccc1C)c1ccccc1C,C29H29P,409.0,59.0,,1257864-74-6,,,,,LKB176
iPrXPhos 146/iPr,867.0,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C(C)C)C(C)C)c(C(C)C)c1,P(C(C)C)(C(C)C)c1ccccc1-c1c(cc(cc1C(C)C)C(C)C)C(C)C,C27H41P,397.0,69.0,,1257864-75-7,,,,,LKB177
P(2-THF)3,868.0,C1CO[C@H](P([C@@H]2CCCO2)[C@@H]2CCCO2)C1,P([C@H]1OCCC1)([C@H]1OCCC1)[C@H]1OCCC1,C12H21O3P,244.0,37.0,,1257864-51-9,,,,,LKB018
PPh2(2-(1-OMe-2-naphthyl)-3-Ph),869.0,COc1ccc2ccccc2c1-c1c(-c2ccccc2)cccc1P(c1ccccc1)c1ccccc1,P(c1cccc(c1-c1c2c(ccc1OC)cccc2)-c1ccccc1)(c1ccccc1)c1ccccc1,C35H27OP,495.0,64.0,,1257864-78-0,,,,,LKB186
PCy2(2-phenanthrene-Ph),870.0,c1ccc(P(C2CCCCC2)C2CCCCC2)c(-c2cc3ccccc3c3ccccc23)c1,P(c1ccccc1-c1c2c(c3c(c1)cccc3)cccc2)(C1CCCCC1)C1CCCCC1,C32H35P,451.0,68.0,,405919-41-7,,,,,LKB188
P(OCF3)3,871.0,FC(F)(F)OP(OC(F)(F)F)OC(F)(F)F,P(OC(F)(F)F)(OC(F)(F)F)OC(F)(F)F,C3F9O3P,286.0,16.0,,17426-79-8,,,,,LKB219
P(OtC4F9)3,872.0,FC(F)(F)C(OP(OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,P(OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C12F27O3P,736.0,43.0,,75877-10-0,,,,,LKB226
"P(OCH2tBu)3, P(Oneopent)3",873.0,CC(C)(C)COP(OCC(C)(C)C)OCC(C)(C)C,P(OCC(C)(C)C)(OCC(C)(C)C)OCC(C)(C)C,C15H33O3P,292.0,52.0,,14540-52-4,,,,,LKB227
PMe(OMe)2,874.0,COP(C)OC,P(OC)(OC)C,C3H9O2P,108.0,15.0,,20278-51-7,,81044-26-0,,,LKB241
P(CF3)(OMe)2,875.0,COP(OC)C(F)(F)F,P(OC)(OC)C(F)(F)F,C3H6F3O2P,162.0,15.0,,684-56-0,,,,,LKB242
P(OMe)2tBu,876.0,COP(OC)C(C)(C)C,P(OC)(OC)C(C)(C)C,C6H15O2P,150.0,24.0,,32045-17-3,,,,,LKB243
PCy(OMe)2,877.0,COP(OC)C1CCCCC1,P(OC)(OC)C1CCCCC1,C8H17O2P,176.0,28.0,,16195-98-5,,,,,LKB244
P(OPh)2tBu,878.0,CC(C)(C)P(Oc1ccccc1)Oc1ccccc1,P(Oc1ccccc1)(Oc1ccccc1)C(C)(C)C,C16H19O2P,274.0,38.0,,66441-92-7,,,,,LKB247
P(OPh)2(C6F5),879.0,Fc1c(F)c(F)c(P(Oc2ccccc2)Oc2ccccc2)c(F)c1F,P(Oc1ccccc1)(Oc1ccccc1)c1c(F)c(F)c(F)c(F)c1F,C18H10F5O2P,384.0,36.0,,14655-91-5,,,,,LKB249
PMe2(OMe),880.0,COP(C)C,P(OC)(C)C,C3H9OP,92.0,14.0,,20502-88-9,35449-67-3 (HCl),,,,LKB252
P(CF3)2(OMe),881.0,COP(C(F)(F)F)C(F)(F)F,P(OC)(C(F)(F)F)C(F)(F)F,C3H3F6OP,200.0,14.0,,684-25-3,,,,,LKB253
P(OMe)tBu2,882.0,COP(C(C)(C)C)C(C)(C)C,P(OC)(C(C)(C)C)C(C)(C)C,C9H21OP,176.0,32.0,,70073-11-9,,,,,LKB254
PCy2(OMe),883.0,COP(C1CCCCC1)C1CCCCC1,P(OC)(C1CCCCC1)C1CCCCC1,C13H25OP,228.0,40.0,,76257-41-5,,,,,LKB255
PiPr2(OPh),884.0,CC(C)P(Oc1ccccc1)C(C)C,P(Oc1ccccc1)(C(C)C)C(C)C,C12H19OP,210.0,33.0,,25781-05-9,,,,,LKB258
P(OPh)tBu2,885.0,CC(C)(C)P(Oc1ccccc1)C(C)(C)C,P(Oc1ccccc1)(C(C)(C)C)C(C)(C)C,C14H23OP,238.0,39.0,,27286-18-6,1229627-67-1 (HBHR3),,,,LKB259
PEtMe2,886.0,CCP(C)C,P(CC)(C)C,C4H11P,90.0,16.0,,1605-51-2,614733-62-9 (HCl),,,,LKB26
P(OPh)(C6F5)2,887.0,Fc1c(F)c(F)c(P(Oc2ccccc2)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,P(Oc1ccccc1)(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,C18H5F10OP,458.0,35.0,,14655-94-8,,,,,LKB261
